,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,36,259,3,1,4915,0,76,6,57.559196,0.70710677,312,0,389.93488,1322.4813,84820.53098484501,1.0496874804629703,1.6313664,439.0816,5376.564,6.5404243,0.00025349105,2477829.8,0.0032416466,517.41565,319.18945,2740.4524,0.0,6.9731536e-21,0.00070249144,8.391962e-31,0.0,431.2493,808.2055,0.4807321,8.539343e-28,6.0,1629.85,43.6411,1.689061e-18,11032.8125,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6062291e-15,23.409502,1326.7635,26.10393,8.378779,64.96417,1.0,1198.4298,84.612686,-1.0,139.12805,20.0,0.009012051,9.901507e-31,0.010295876,0.012700219,117748290.0,3.7731036e-31,0.98263735,0.27953288,DoS slowloris
1,460,4247746,6,2,34,0,50,0,10.028326,0.70710677,225,68,397.95633,1.800052,-61070.339239960536,0.18675678687363848,79014.83,58679644.0,579.60266,7.815668,89950700.0,2478.2205,3859655.8,0.003201313,2.4553108,0.00025215,0.0,911.92224,0.00070249144,9.96554e-30,0.0,38.94466,637.12085,0.1969941,1.4233476e-26,6.0,1951.2627,17.070478,1.6759699e-18,367018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.3319,53.706593,498.28088,141.55684,46.47732,29.584183,1.0,1023.73096,65535.0,47.404728,6.5980716,20.0,0.009012051,0.0,0.010295876,119833.14,2.232123,1.0976121e-30,1.4413059,3177640.5,BENIGN
2,93,6984,2,19,27,386,2086,10,63.202267,106.38118,273,0,59.691936,3.9294045e-24,77200.88404561393,8.069059886103162,851624.4,1.763494e-18,208788.95,1715790.0,2100357.0,0.0,0.0032416466,12938090.0,6.3536134,0.00025215,0.0,2.6969392e-20,85455270.0,25.57746,0.0,61.19865,20.0,31.896568,0.034491703,6.0,30.451946,571.493,164.102,772799.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.98842,268.30255,0.0036504287,27.17453,2.0,1.7109006e-23,4.2304897,4554.393,-1.0,2.249019,1.0000423,20.0,0.009012051,302896.28,877094.2,0.012700219,1.3952326,0.0,1.6478848,0.29580355,BENIGN
3,46204,3727177,4,1,4,1549,59,0,66.78014,220.32254,4006,0,31.51886,681.50604,113771.44292044081,1.2307791715781098,2706.8245,2.4864408e-19,204504.6,210281.19,268.91675,10421618.0,0.0032416466,0.003201313,5.833254e-25,0.00025215,263.96268,1.0339853e-20,0.00070249144,1.0035081e-29,0.0,358.21503,20.0,0.35574707,0.0,6.0,1518.8535,10.178182,3.92955e-17,2450.4392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.6609917,51.09689,0.0036504297,15.842991,3.030238,3112.4937,1.0,1815177.8,7.5121136,8.193494,13.90159,20.0,0.009012051,0.0,0.010295876,0.012700219,103977460.0,0.0,1.2774323,0.20760132,BENIGN
4,43,30,29,1,1034,304,7,0,56.380165,0.70710677,286,1,28.126503,763.7548,90943.39082574844,41.58717742652705,166717.98,6.598302e-19,192845.47,0.38278496,0.00025349105,0.0,0.0032416466,0.003201313,12.008114,0.00025215,26208888.0,1.6313939e-20,0.00070249144,0.0,0.0,16.011997,171.34662,0.58077025,0.94350237,6.0,335.3598,40.895214,134.9385,4553.1377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,838.49524,62.971146,0.0036504325,22.728054,2.0,20.54796,1.0,726.6003,5080.6973,318.88538,1.1138406,20.0,125959.22,0.0,0.010295876,0.012700219,0.9520647,0.0,1.0082783,5852241.5,BENIGN
5,462,4924862,2,1,33,0,97,8,7.8130264,0.7071068,4826,0,131.2136,2029.2891,119646.21319749579,0.10936844279928917,918298.0,464495.38,169.89389,1606.1454,57817.38,3.3116655,38057210.0,642.0284,9.3305095e-24,21072272.0,570.64795,2.1793383e-20,708567.3,6.878619e-30,0.0,96.342995,1343.8473,628063.9,30.539095,6.0,1810.7722,17.837526,9.318057,206.4729,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,158.77382,92.310745,111.98065,83.48219,2.0,1175.0073,52.031536,35.741898,9338.208,769.2235,1.7374158,20.0,5794088.0,0.0,12546.257,0.012700219,9645143.0,3.956118e-31,76171160.0,0.22841291,BENIGN
6,66,72142,22,1,70,1295808,0,0,53.44734,108.271706,154,0,80.08394,119.91601,129334.65666711517,0.5736443407233579,1541664.1,9.655497e-19,8.7255945,415404.16,24052674.0,2285524.8,0.0032416466,1.187985,0.83197135,184222.89,2.366779e-23,7661.439,0.00070249144,686149.0,0.0,22.617088,126.28254,64.914055,8.327432,6.0,1707.6284,5.558829e-22,147.73938,21088.389,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,176.4603,465.77493,0.0036507617,33.024136,2.0,23.21488,5.7377505,1.12756196e-26,73.352875,-1.0,1.0,32.0,0.009012051,4.696177e-31,0.010295876,0.012700219,1.4563224,1.9512503e-31,0.8744955,0.3013108,BENIGN
7,39,14085,3,254,99,0,10,6,6.252719,65.43895,0,0,0.003650393,0.0,84981.43117992394,8.277330596869929,2.7097247,845.28894,8257117.5,0.9473276,0.00025349105,1.309899,90134.59,30170394.0,9.563242,74994890.0,5.5227864e-24,3.260374e-20,0.00070249144,0.0,0.0,20.535877,234.68445,414991.22,1.1501024,6.0,3.9999995,6.4856753,45.020927,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,790.12805,9.993395,1187.9551,18.27118,2.1046665,4.603746,7.1518216,5136.266,7652.5757,252.73375,1.0,20.0,0.009012051,0.0,0.010295876,43476.78,2.1966543,0.0,1.0875885,0.5150126,BENIGN
8,392,4960989,49,2394,13,6921,8,0,0.18181846,0.70710677,253,0,0.003650397,322.16605,86169.76228217036,0.08034523726121869,23021652.0,10350974.0,10133672.0,-1.3431507,0.00025349105,2127646.2,0.0032416466,1.0123689,0.0,25388.158,4730362.5,4.363417e-20,0.00070249144,0.0,0.0,250.5975,1562.0239,0.03803573,1.6296848,6.0,8.086863,10.271333,1568.8019,2697.6238,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.76163e-16,11.286975,0.0036504406,26.648312,2.0,88.00818,1.0,18132.662,966.9362,34.03559,1.0,20.0,0.009012051,0.0,0.010295876,0.012700219,1.6196709,0.0,1.0206411,0.2026464,BENIGN
9,397,138849,2,1,171,14128,5,6,0.1818183,0.70710677,2851,0,0.0036504022,0.0,87672.19522800855,69.55395988871159,5.3589954,3125283.0,118776.04,4.14388,0.00025349105,1335.0104,965.0389,37271520.0,0.0,0.00025215,21514.33,2.5339166e-20,960461.9,9998510.0,0.0,21.662025,493.7513,1154066.8,1.0212962e-27,6.0,83.0575,47.08451,126.342186,1381199.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.49749,146.56293,923.01514,26.282825,60.431038,269.2829,1.7207584,758.80945,-0.8537277,-1.0,1.9193627,20.0,0.009012051,0.0,0.010295876,0.012700219,1.1062179,0.0,0.6865896,0.20582049,BENIGN
