,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,44,187,51,2,20,1,32,46,5.9233007,0.0033739917,415,0,86.67651,0.0,510303.60773200874,2.4171906845542708,68413.47,75915.805,58,8,0,3.0886042,15.836464,1,2,0,0.0,75668690.0,0,1,0,251,15,11.068679,8826.896,0,193,1.7142857,71.02965,4083.6711,0,0,0,0,1,1,0,1,9.460810929,2.00000106,213.057627159,23332.0,3.0,27.0,1.0,285.0,-1.0,-1.0,4.0,20.0,0.010393638408729273,0.015743268413741126,0.0,0.0,0.274,0.0060660094502712186,1.0,0.0,BENIGN
1,48,1178,2,2,27,72,63,27,5.400508,0.0033739917,0,30,351.61307,0.0,897307.3944340805,0.1599051147190578,77676.516,9462106.0,14,3,1058973,6830539.5,0.00833132,0,3,0,15747609.0,0.0,0,58,0,46,19,0.74917024,14205.235,0,6,143.73424,0.01169416,0.0043843025,0,0,0,0,0,0,0,1,27.402813728,47.175019622,0.0,496.0,86.0,52.0,1.0,101.0,-1.0,-1.0,1.0,20.0,0.010393638408729193,0.01574326841372822,0.0,0.0,0.48,0.0060660094502712186,1.0,0.0,BENIGN
2,52,109784,2,5,28,0,21,24,27.12879,0.0033739922,5482,0,279.79025,1.5611038e-26,3997.4447250351755,247210.20277869923,106081.695,1786.2861,41,2,0,8.3451246e-27,0.00833132,2,0,0,3.578316,0.0,0,0,0,364,26,0.03355116,106.08576,67,1351,949.12366,97.51608,0.0043843025,0,0,0,0,0,0,1,1,92.601294852,60.462912817,0.0,32.0,15.0,39.0,2.0,18937.0,3468.0,-1.0,0.0,20.0,1042889.5129753003,0.015743268413784223,0.0,0.0,0.337,0.0060660094502712186,30021392.0,0.0,BENIGN
3,43287,216,2,5,27,312,43,6,43.835434,0.003373992,249,3,11.264698,0.0,1090.6391286907624,30061.395508390546,24.668882,0.49236596,8430,7,2,1.0929322,909032.94,1,0,0,0.0,0.0,0,9,1,40,10,69374.61,36.381035,22,82,110.41976,29.167063,313486.53,0,0,0,0,1,0,0,1,36.430385579,55.289191876,0.0,34.0,2.0,77.0,2.0,0.0,-1.0,77.0,0.0,20.0,0.01039363840872945,1025531.3627335377,0.0,115976.0,0.421,0.0060660094502712186,1.0,0.0,BENIGN
4,44,4,2,2,446,29,61,6,39.516743,0.0033739917,90,0,13.794098,0.0,0.22265998656567682,0.35999988527789006,82.45572,48378210.0,2026894,7,6,7400278.5,0.00833132,31047841,0,118259958,6.433976,0.0,104446,0,0,16,9,10938.088,0.010802555,9,6,131.59058,40.327034,0.0043843025,0,1,0,0,0,0,0,0,51.893396995,48.05506611,0.0,41.0,2.0,59.0,1.0,8260.0,-1.0,267.0,6.0,32.0,137576.21232778707,0.015743268413729368,0.0,0.0,0.36,0.0060660094502712186,0.0,0.0,BENIGN
5,380,17,22,2,381,234,50,31,25.828453,0.0033739917,0,119,1.037728e-15,0.0,1200671.4219615737,1.5443779707734455,685967.7,346.477,65573812,4,0,25.118486,0.00833132,1,1,0,0.0,6.7004104e-27,15094670,1,0,84,29,9.997795,52475.348,28,85,81.631226,10.406293,2855.319,0,0,0,0,1,0,0,1,41.460795389,6.038424051,9.737110747,46.0,6.0,82.0,2.0,314.0,1134.0,-1.0,0.0,20.0,0.010393638408728992,0.015743268413724337,0.0,0.0,0.317,0.0060660094502712186,0.0,0.0,BENIGN
6,57,80,21,1,50,361109,58,35,4.113762,0.0033739917,0,162,357.29742,0.0,8300401.77455525,268.2350356767643,83.85563,618.5001,121,8,884945,6.172472,5357771.5,11618206,10,32,0.0,0.0,0,0,0,29,22,52.65238,15588.405,0,6,61.921284,549.4645,0.0043843025,0,0,0,0,0,0,0,0,328.75978104,41.974747573,4.484847611,21.0,95.0,4.0,2.0,603.0,-1.0,-1.0,0.0,20.0,0.010393638408729243,0.015743268413746802,573.0,0.0,0.396,0.0060660094502712186,0.0,0.0,BENIGN
7,54,1166,6,2,445,73,154,50,2.0,0.0033739917,80,4,617.1883,0.0,181016.53759850742,17393.427164055356,2856369.0,139.864,39,0,0,5014.635,2659050.5,1,2,0,1.6737867e-24,6.646761e-27,0,3,0,34,8,0.08906499,37343.81,46,1544,196.10837,0.01169416,1029.615,1,0,0,0,1,0,0,1,70.675352542,6.549496652,189.336802807,69.0,2.0,9.0,1.0,444.0,-1.0,-1.0,4.0,20.0,0.010393638408729622,0.015743268413733528,0.0,0.0,0.366,35651.629216650785,35189836.0,0.0,BENIGN
8,504,488,2,1,10355,2,37,58,28.818354,25.81637,0,145,2581.9722,83.87279,2140.5506725148985,40.73288466945458,1120831.0,4049453.2,114,4130,0,3.377074,0.00833132,7247323,88,7,5.8790766e-24,8.585311e-28,0,0,0,36,8,5897.4688,20.111662,5,17,82.56457,28.21004,1068133.8,0,1,0,0,0,0,0,1,28.805069035,68.439014574,187.05103329,52.0,2.0,97.0,4.0,187.0,12651.0,-1.0,42.0,32.0,0.010393638408728966,0.01574326841373104,0.0,0.0,0.448,0.0060660094502712186,1.0,0.0,BENIGN
9,33472,133,2,2,34,0,58,36,28.359537,0.0033739917,1773,2,198.79295,3.5180793e-27,829322.7260954187,22.273148920947495,6.7484493,9899176.0,27316,5,0,15.846219,0.00833132,21721097,8,119369272,4.1093386e-24,9.415739e-28,8595076,2,0,29,0,2143493.2,54.020046,0,69,6.609396,449.96204,471.05597,0,0,0,0,1,0,0,1,75.819566486,7.039258446,0.0,31.0,88.0,66.0,1.0,566.0,-1.0,44.0,19.0,32.0,0.010393638408729011,0.01574326841374775,76296.0,28371.0,0.384,0.0060660094502712186,1.0,0.0,BENIGN
