,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,490,18812932,2,2,23,976,19,5,22.5415,0.0,2,391,23.283419,0.41764644,5680576.965667585,65.35232409791772,7416075.0,4.7219762e-26,15778,1,839536,4988.0273,0.007964832,61062,40,0,0.0,40539.555,0,9,0,110,20,3.2689037,13146.339,56,200,44.634216,2.1908903,42.088657,0,0,0,0,1,0,1,0,81.0036,7.448627,227.08208,36,2,62,2,2,1952,-1,1,32,0.0,0.0025834574,0,0,0.22938481,0.006400871,0,0,BENIGN
1,45,203802,20,1,53,39149,0,0,1.4941776e-13,0.0,7,0,29.549562,1482.8102,585612.6953095958,2.55242410314864,16978.521,6473.5967,4221596,1,19806,13001037.0,16904318.0,0,1,0,0.0,64.19552,0,3,0,37,57,10630.396,134.18279,44,191,96.1771,1448.1549,632.40393,0,0,0,0,1,1,0,0,301.36185,298.22162,2.0,45,2,223,14,651,34077,-1,1,20,0.0,0.0025834574,0,31888,0.2524099,0.006400871,0,0,BENIGN
2,58,438,2,1,63,4352,19,0,25.39073,0.0,211,155,59.957172,0.0013710137,1466.834668338782,0.23417169611399463,153.1695,136906.45,3115842,1,0,4.538544e-25,0.007964832,15164765,9,1489958,0.0,0.0,0,3,0,64,30,155.06737,2.4445483e-14,0,7,15.241857,2.1908903,15239.667,0,1,0,0,0,0,1,1,1.7053222e-11,15.963399,258.98907,16,2,66,2,365,247,-1,8,20,1.9630896e-26,22101.277,0,0,0.29347008,0.006400871,0,0,BENIGN
3,52,580,2,2,1258,548,29,0,28.769875,445.5332,9,7,2.0,0.0013710137,13.931649358467292,5.809556104536284,114873.67,4515703.0,39,632880,3216,21022.566,73588.7,15143448,4,0,2.8193955,0.0,0,4,0,126,30,258.98016,53.482197,0,0,99.774414,693.7993,2.2989768e-27,0,0,0,0,1,0,0,0,869.3279,85.04534,31.210867,71,2,78,1,1008,196,-1,1,20,0.0,0.0025834574,1631572,6882,0.16634817,0.006400871,0,0,BENIGN
4,392,187,2,1,383,866,3,39,4.979396,0.0,2,14,1292.7543,0.0013710137,2.3811514351513225,9818.568188523252,25996.943,0.0,127,1,63596,13200.029,0.007964832,3,0,710,497.80157,0.0,0,0,1,22,20,60.94989,51.096462,235,142,72.75473,118.58314,2.7998122e-26,0,0,0,0,0,0,0,0,163.21364,56.200653,278.5289,29,2,46,31,469,-1,-1,2,32,0.0,0.0025834574,0,0,0.2793958,0.006400871,0,0,BENIGN
5,45,303,2,2,4,200,22,0,30.49465,1.627339e-29,124,0,2.0,0.0013710137,2.554444563463759,3953.9871805936473,38564.69,2.539457e-25,41,3,29540,127.06432,0.007964832,0,4,0,0.0,0.0,1,8,0,1209,20,16.645313,5168.0664,0,175,60.363102,2.1908903,7529.344,0,0,0,1,0,0,0,0,140.89088,1.7219408e-12,4.4380846,17,3,4,1,479,-1,-1,1,20,0.0,0.0025834574,0,0,0.21649128,0.006400871,0,0,BENIGN
6,401,49513,2,1,31,9,36,0,104.48388,228.72998,2,0,6.20673,0.0013710137,311617.9784185989,16.990384528797943,62.3427,223696.14,4,19,83127962,4414171.5,0.007964832,0,69,5844864,0.0,0.0,0,0,0,344,42,0.038027655,76.95341,13,5542,49.807987,2.1908903,954.3428,0,0,0,1,0,0,0,1,11.4349985,6.45753,47.61536,32,2,1301,1,2,839,-1,2,20,0.0,0.0025834574,0,0,0.30686182,0.006400871,0,0,BENIGN
7,45,15153443,2,1,46,258,28,0,4.567635,0.0,26,0,94.90652,0.0013710137,5.538762003670081,12938.093902150127,276.08954,16510861.0,15596,3,1,4.1887846,0.007964832,12,1,0,84.00736,5754764.0,0,24634,0,105,63,1.9447376,2615.3887,45,6,25.41324,2.1908903,452209.12,0,0,0,1,1,0,0,1,292.24753,5.8166366,60.984257,46,2,76,44,438,156,-1,1,32,209.95256,0.0025834574,0,39821,0.24268506,0.006400871,0,0,BENIGN
8,444,261,6,1,23022,12,1272,36,2.3930271e-14,0.0,26,206,96.346085,0.0013710137,4584.937199933624,0.3099204952159448,27410.322,229102.56,34,3,8,0.0,1610998.2,11900,7,0,5.894639,0.0,0,0,1,39,48,90314.57,0.124854594,0,147,1.1481482,13.0887575,0.0,0,0,0,0,0,0,0,1,149.2113,68.22174,2.0,56,2,75,2,498,131,-1,1,44,0.0,0.0025834574,0,0,0.21301977,2635.9236,0,0,BENIGN
9,45,76524,4,24,26315,708,25,0,57.375957,5.5450374e-30,57,0,61.677277,0.0013710137,5.201836555973218,0.04968305993419482,312.04492,12226321.0,20,5,0,206595.83,0.007964832,4,4,282162,479.9692,1.083653e-31,1,15277,0,598,20,131.23419,86.48453,0,1965,1.1481482,475.36633,0.0,0,0,0,0,1,0,0,1,88.633125,68.31773,2.0,70,20,34,1,379,7124,-1,1,0,1.0446021e-26,0.0025834574,0,0,0.17731357,0.006400871,29329969,0,BENIGN
