,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,64,31239,7,1,4,2,33,62,64.9398,1.9529964e-27,75,6,0.4615385,0.0016159051,62756.2564014245,30248.705175603587,484732.22,0.0,3336429,3,0,5.4526434,0.0,542,0,52180165,6.793803e-29,0.0059163743,0,0,1,1405,36,361.93878,61.19625,48,1872,1.1481482,31.76896,300.6631,0,0,0,0,1,0,0,0,1.9983544e-11,45.63708,0.46153852,34,2,99,1,3355,1523,-1,1,20,0.0076445197,0.004295285,0,0,1.7704434,0.004288431,3,12229648,BENIGN
1,61,38,2,2,15825,354,46,9,4.90509,1.880402e-27,2,0,1271.2552,0.0016159051,1262.9303862744675,165.62788199587072,15920.236,564665.8,33084,174,0,17829.502,0.0,5,7,0,1.8195114e-28,2419.5986,0,0,0,33,23,8980.615,0.9768756,60,6,1.380813,5.3299894,1.8994565,0,0,0,0,0,0,0,2,10.990951,47.731533,11.391026,33,2,8,1,6296,-1,-1,1,32,0.0076445257,0.004295285,0,0,2.086229,0.004288431,2,77950575,BENIGN
2,52,5161,35,1,1567,8,49,0,50.796505,1.0675997e-25,4,0,6.652621,0.0016159051,1.5348332280101278,33843.92568108726,22646.873,0.0,80918,103,94851894,1.6672159e-30,0.0,160,4,0,1.0241677e-27,0.0059163743,0,13,0,41,0,2981222.2,10.829104,5,74,156.39128,714.86273,4145.445,0,0,0,1,0,0,0,1,67.67021,71.72185,1547.2017,62,2,79,1,297,-1,17191,1,20,0.007644526,0.004295285,0,0,1.8122721,0.004288431,3,0,BENIGN
3,63,18512866,2,1,60,0,49,28,61.996597,4.7476962e-26,2375,0,0.46153846,0.0016159051,3.156947153864832,69251.06832282402,15.519239,1360594.5,17,3,3118262,2383778.0,1.8557431e-07,2,3,31,9.771107e-31,0.0059163743,0,0,0,47,75,17743.814,67.85491,229,73,4.2799373,357.84827,0.0,0,0,0,1,1,0,0,1,161.17332,60.237595,0.4615386,60,2,1912,1,50,12174,-1,1,20,0.0076445136,0.004295285,0,0,2.4615943,0.004288431,2,0,PortScan
4,351,110259251,2,21,119,0,54,7,65.586876,7.480894e-26,1713,0,4.845994,242.89578,380.68828687638677,330.10826371244593,117508.76,0.0,28916703,7,550447,0.0,0.0,5144952,0,0,6519781.0,0.0059163743,0,5,0,72,36,10597.205,16382.037,230,22,34.316402,82.473206,0.0,0,0,0,0,0,0,0,3,611.6589,318.5868,216.43898,233,2,90,2,1079,33,2733,1,20,0.007644523,0.004295285,0,0,1.9261326,0.004288431,2,0,BENIGN
5,369,56161,2,16,326,0,62,0,6.4428477,220.03258,2,67,101.94982,0.0016159051,4520.4894217170695,87.92446056045657,1801948.9,0.0,155,8,0,1117827.0,108026.42,0,1,0,2.4400594e-29,0.0059163743,0,0,1,636,0,170.21269,21.46745,0,6,79.900894,26.865314,2.158436e-31,0,1,0,0,1,0,0,1,50.089336,33.398117,0.46153855,70,8,107,1,4680,210,-1,1,32,0.0076445173,0.004295285,60867,0,2.223832,0.004288431,2,0,PortScan
6,455,7673,15,1,471,5,40,33,37.22716,1.4942745e-26,8,0,5.0119433,0.0016159051,318.8052320089404,302.7339551795909,246.81229,5.6042414,11528,5,0,0.0,13990.25,0,0,0,10407434.0,0.0059163743,0,0,0,48,1664,202.97595,0.37690565,8,80,41.48482,18.52238,0.0,1,0,0,0,0,0,0,5,79.89239,4.048482e-11,166.3966,33,2,68,1,69,7358,-1,4,32,0.007644516,0.0042952853,0,0,2.0542493,0.004288431,3,0,BENIGN
7,58728,39643,2,2,35,0,62,34,69.332634,320.1778,166,1,0.4615385,0.0016159051,0.0,371.6768787179208,1036557.75,3.256397e-21,24,74,1598,0.0,0.0,8536641,0,116054073,2.2871256e-28,0.0059163743,4,0,0,533,164,149.1385,9.699165,0,5,190.00389,3.233513,967.93506,0,0,0,0,0,0,0,1,47.126842,54.244152,8.33422,36,2,2019,1,557,65535,-1,1,32,0.007644511,0.004295285,0,21183,1.7407047,0.004288431,2,0,BENIGN
8,424,2,2,10,7595,0,453,0,38.254234,0.0,2434,225,8.403426,0.0016159051,6689.605232930128,12.338863778773257,32.401287,2.3498204e-21,3,6,0,0.9947339,3.9743864e-07,5,0,116608320,6.757909e-28,0.0059163743,0,3,0,4279,0,0.19281776,1668.328,36,5,19.315987,62.264324,2.5797982e-30,0,0,0,0,0,0,0,1,20.013186,61.355488,230.34239,40,2,61,1,658,-1,-1,1,32,0.0076445173,181226.84,432,0,2.0247772,0.004288431,3,0,BENIGN
9,450,18253,2,1,19,4858,7,35,170.74059,9.279996e-26,1056,0,10.254581,0.0016159051,1474264.6606553437,102400.37621276635,99.86537,0.0,3155180,28,6,41.10817,2.8960757e-08,6476895,0,44,405.76117,0.0059163743,11054,12,0,100,73,10214.4,24.134224,0,1530,41.878574,4.073998,221331.42,0,0,0,0,0,0,0,0,152.9848,45.707405,98.149155,327,2,5,2,0,-1,-1,1,20,0.0076445253,0.004295285,0,0,1.6241285,0.004288431,2,0,BENIGN
