,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,56,1791,2,2,76,0,35,7,21.323439,0.0024408544,0,0,1.9933872e-20,0.0015154383,1.8530951005803327,0.036850778330757075,155.908,2230375.2,8229313,0,12,0.64675605,2.1937837e-26,0,0,25640711,9.669135e-23,5206748.5,38687587,2683,0,65,40,65.682495,0.014485259,6,6,46.892963,1.567967e-24,3.9607196,0,0,0,0,1,0,0,1,72.32311,0.14000797,1.774366e-20,1061,1,154,0,0,10544,-1,0,32,1502161.9,0.0,0,0,0.35597613,0.020249417,6729855,0,BENIGN
1,105,117318762,2,1,0,0,520,52,6.1628394,29.635172,7,0,35.919693,0.0015154383,593561.2902838287,7.7154452995376195,4998313.5,39.400753,156624,15221,26184,0.0,4.5686882e-26,1,430,100460142,1.4068444e-22,0.0,0,8,0,40,18,6272.02,0.014485259,0,1114,1.1481483,836.6815,0.0022606575,0,1,0,0,1,0,0,1,108.67364,54.283203,530.99176,65,2,92,2,0,10824,-1,8,20,0.028100148,1.7611751e-28,0,0,0.33044675,0.020249417,12490721,0,BENIGN
2,53071,123408,6,9,94,947,59,6,10.856435,0.0024408589,1350,10,192.13806,0.0015154383,482.8016953581064,17086.84888339756,12211.664,21221.688,4396004,2,4,1.1031108,3954637.5,10427126,56006,34,8.7873753e-23,0.0,0,887,0,20,52,10.441985,29.14187,6,2899,1.1481482,1.7946835e-25,0.0022606575,0,0,0,0,0,0,0,1,496.424,5.5905566,227.75296,22,9,135,12,0,65535,-1,0,20,1666732.8,0.0,12727,1248299,0.44394913,0.020249417,8086799,0,BENIGN
3,56,157280,2,2,0,49,576,7,72.37082,0.0024408575,42,0,6.7936444,0.0015154383,0.0035253454251922434,18522.673631691647,122069.78,0.002100824,2162,4,0,16.507263,0.0,12899577,598,0,3.0079327e-22,0.0,0,3567,0,39,30,6851.885,11162.275,61,26,104.69248,738.48987,169.86975,0,0,0,0,0,0,0,1,117.06696,32.067646,184.56337,130,2,69,8,0,65535,-1,0,32,0.028100148,0.0,3693,0,14053079.0,0.020249417,0,0,BENIGN
4,427,115267488,36,39,0,166,0,64,5.256961,0.0024408507,0,0,1.2303827e-20,0.0015154383,336.4476523259314,17606.576589237466,12762.571,992470.75,71354465,-1,2,190836.28,8.113532e-26,1,0,0,134.5121,482.9286,0,15,0,20,32,56.89477,3.5614433,0,6,48.8369,212.4775,0.0022606575,0,0,0,0,1,0,1,1,159.55885,40.11871,1957.1874,66,2,14796,1,12774,999,541,0,20,669791.94,6.4569365e-29,0,0,7495228.0,0.020249417,0,0,BENIGN
5,51,79779091,13,2,75,0,55,5,27.159058,0.0024408528,4,6,161.47566,0.0015154383,617.4553368559833,0.23473480105295064,46800.97,26.77889,4132529,3,989642,1.0794389,16349880.0,0,81,0,2.2872377e-23,0.0,0,98,0,20,80,633.67944,43.82315,0,1593,7.5995235,536.4204,0.0022606575,0,0,0,0,1,0,0,0,240.29128,42.597622,9.281932,69,4,83,3,0,-1,-1,0,32,0.028100148,0.0,0,0,0.3715822,0.020249417,10314158,0,BENIGN
6,48,1202409,11,2,119,523,63,81,5.7152076,0.0024408526,7,0,7.1067576,0.0015154383,11978.330524676328,0.39040619074638616,2184349.5,19162726.0,86191302,4,33278262,0.6864856,4661734.5,0,15,6,0.0,0.0,300791,0,0,60,147,23.218666,7721.735,0,34,39.688225,272.42258,218857.72,0,0,1,0,1,1,0,0,3.044284e-11,530.8574,2339.9028,39,6,914,0,0,6434,452,1,20,0.028100148,1.8057064e-28,0,0,6578679.5,0.020249417,0,0,BENIGN
7,473,74171785,2,39,1310,315,207,0,22.289507,0.0024408537,56,0,696.45874,0.0015154383,9353.979993636434,0.372132409273594,910764.9,0.002100824,37116,72040,1074494,5944.049,0.0,3789211,0,137075,129284.586,0.0,0,1506,0,430,0,7.8496437,0.014485259,0,33,18.559744,3.0466266e-24,19.149393,0,1,0,0,1,0,0,0,94.79256,0.13999566,138.82948,69,2,6835,0,0,9915,-1,0,20,0.028100148,0.0,0,0,0.38713485,0.020249417,0,0,BENIGN
8,62250,303,1,1,118,0,5,5,5.45587,66.80124,210,0,164.99023,1116.3369,3086.6351647498486,139.01980674020595,0.96456087,43.774387,102423,2,3,0.7696149,4739914.5,0,1,118900252,6.804209,0.0,88782343,4,1,41,568,6.721335,9347.532,0,6,1.1481482,1.9513449e-24,0.0022606575,0,0,1,0,1,0,0,0,54.597786,6.001851,190.92918,1930,2,14,3,104,8921,160,0,20,0.028100148,0.0,0,0,0.34444582,0.020249417,0,0,BENIGN
9,54,5250715,1,52,106,40,77,7,5.540998,0.0024408542,7,0,10.396129,837.58057,3.138837897749561,0.02319682372617044,2369673.0,164.11365,596,2,0,0.0,5.8083682e-27,0,7,308021,13620103.0,1381542.0,8,0,0,38,0,5018.4487,30.924849,44,44,367.66458,1314.0598,0.0022606575,0,0,0,1,0,0,0,1,17.495447,73.85489,1806.3116,47,2,182,1,11,9086,-1,1,20,104283.78,0.0,0,0,4118673.8,0.020249417,11908320,13253812,BENIGN
