,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,470,90250,5,1,10,0,29,0,14.267425,635.10394,43,0,1.0000002,2.0859805e-09,695314.572662387,723215.6482596481,2136.0203,24777.209,3593897.0,15.224742,71.25723,14204092.0,0.006709033,1.1532255,45.75659,12012.339,14877419.0,0.0008761181,0.0,0.39755443,0.0,20.0,0.0030056788,27.557596,0.0,0.0,1196.1929,58.048916,2.2165552e-20,396.08362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,375.47028,71.135925,1.0000001,66.29572,2.3108199,16.746246,1.816373,95.068214,8822.793,168.7866,0.0023046038,20.070606,0.0032969606,0.003595039,183626.48,6978.578,8333663.5,0.02892683,0.56029046,5973949.5,BENIGN
1,467,2442,2,4,1955,583,390,7,12.501612,0.9460559,0,0,65.985725,1.1398472e-09,361954.82465630025,882.552221009275,10.460923,0.38924947,1118623.9,-2.789228,839416.5,890040.5,8815.432,0.0043886798,412.21503,0.00025122613,0.0,0.0008761181,41984.17,0.0,1.0,48.193058,0.0030056788,1.412551,16.357925,9.387343e-30,1222.4025,266.74207,3.2520234e-20,171724.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,29.083647,47.713814,461.17618,45.745,1.9864805,0.0047588754,12.547371,616.5877,6520.0527,71.24777,0.0023046038,20.023203,0.0032969597,0.003595039,9.226782e-30,30506.957,0.71742296,0.02892683,0.44514728,11093188.0,BENIGN
2,461,119110563,2,1,128,19,337,6,14.994442,167.48895,1078,0,1.0000001,2.7156233e-09,26187.344712726772,150.99948437698185,6195833.0,29605962.0,10174662.0,0.5991204,371.37762,3521.898,0.006709033,0.9152666,512.6306,0.00025122613,0.0,5693160.0,7.474528e-29,1.2982618,1.0,20.0,51.166042,0.098278545,0.0,29.11572,143.35068,4.897596,0.0,64293.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.95522,54.062904,7.9432535,20.0,1.8903806,22.50882,8.415388,0.0023878212,94.284325,-0.7773861,56.536568,31.978758,342396.22,0.003595039,280533.12,30130.844,8298378.5,0.02892683,9497983.0,13289548.0,BENIGN
3,57611,3715223,81,1,800,95,203,6,20.732628,1.5108623e-16,1411,6,87.90169,1.1171426e-09,30123.605010069907,44082.5696135764,4.190601,0.38924947,441.3571,-0.73439616,0.11266536,0.0,0.006709033,55965210.0,1899.8461,6578.698,0.0,0.0008761181,4.3540245e-31,1.5985233,0.0,20.0,11.211191,16.558435,0.104127504,5.360325,2214.081,121.71624,23.412285,14.487139,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,73.61088,48.182564,1.0000001,51.366127,1.0,23.895052,0.9996533,318.21698,29686.184,-1.0,4.116728,31.942621,164253.72,0.0035950388,4.9786827e-29,0.0,0.5836945,0.02892683,0.6026741,0.28233963,BENIGN
4,168,119959344,28,1,16,11,383,0,4.631668,49.412056,1229,0,1.0000002,1.0573719e-09,-28737.847565380856,46130.5018362361,6.560628,44188996.0,2748781.8,2009.3445,1752894.1,51.267624,0.006709033,0.0043886798,0.0,0.00025122613,0.0,0.0008761181,11906227.0,46.37452,0.0,20.0,16.967857,0.0044034957,3.2657447,3.8063374,41.031456,180.28922,160.01758,13.221318,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,31.517485,33.87738,50.90053,33.98901,2.0744774,22.764072,1.4498245,12514.934,-1.0,254.7771,0.0023046038,19.963728,0.0032969601,0.0035950388,187053.48,23163.729,0.699472,0.02892683,0.5478858,0.21414202,DoS slowloris
5,169,119077190,22,1,0,56,345,0,9.308815,176.49103,4,4,1.0000001,1.8016483e-09,27911.02915886976,2494.8098383806646,56.099403,2503469.2,5284490.0,112024.266,18.923977,1395632.4,972090.3,127245.7,64.60144,2332.99,3706.4954,2566020.8,1.9516656e-29,0.0,0.0,58.201614,629.5156,26.990324,0.20986855,55.385662,1772.4572,140.17212,45.6523,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.217117,9.145584,33.76141,77.42686,1.0,803.03033,1.8023336,269.4888,30593.652,20843.014,0.0023046038,19.986704,171554.69,0.003595039,5.0307728e-30,21702.758,0.5269461,0.02892683,0.46744654,3556394.8,BENIGN
6,427,3391226,4,2,74,0,31,6,8.468471,126.191765,0,0,1.0000001,2.7923321e-09,41364.04204001278,53088.4906148389,1338004.4,1252179.8,414582.72,-2.890347,1049496.0,478804.72,0.006709033,12458.786,532.89606,0.00025122613,0.0,0.0008761181,3.4083795e-31,0.0,0.0,20.0,7.603811,12.390534,0.14301623,37.135265,40.873104,6.7529516,0.0,2395.9717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.969638e-19,8.503186,219.22102,59.710346,2.4049094,2130.2466,1.6485621,13196.832,-1.0,115.51075,1.0088885,20.073603,133363.4,0.0035950388,909034.25,0.0,0.60944957,0.02892683,0.5121451,9178598.0,BENIGN
7,470,77747907,10,1,13,0,203,0,8.613587,1.5336262e-16,6,32,1.0000002,2.3331943e-09,824118.9828010388,2948.957138544414,42537.203,1145877.2,11062522.0,14545.562,609071.1,2341912.5,0.006709033,4013816.5,485026.44,11369.67,0.0,0.0008761181,3851.5437,0.0,0.0,20.0,8.55861,0.031853657,0.0,6.611999,7.567073e-21,352.7801,1.13071155e-20,544.4427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,33.722565,5.6037655,1.0000001,51.79527,1.0,4021.3406,0.9989003,119048.66,171.01984,-1.0,2.4785192,19.996452,518.9072,0.003595039,645134.2,10612.879,0.58049285,5865881.5,0.46048364,13381692.0,BENIGN
8,49,518,2,1,66,1854,6,72,9.568581e-20,3.706026e-16,38,0,330.28088,3.2641112e-09,47824.88626867533,2057.5818804961164,2371319.0,34558.812,62152.008,-0.8507189,261.24847,2082786.8,0.006709033,5971774.5,6.0794448e-27,0.3367866,0.0,0.0008761181,7.617538e-30,0.0,0.0,20.0,0.0030056788,106898.48,0.0,0.0,67.097275,28.886488,617.9887,3287.5115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.33722,33.903656,11.634264,154.16301,2.2990847,1737.5247,3.565043,0.0023878212,40.870953,69.205925,0.0023046038,19.941935,0.0032969601,0.0035950388,439301.28,205632.6,67854744.0,0.02892683,0.47682592,0.25369754,BENIGN
9,476,488849,4,2,48,33,197,6,32.68216,9.316244e-17,30,0,1.0000002,2.583417e-09,-75051.47223220766,47638.1253743195,2452490.8,4056380.8,11959.203,23970.564,125765.39,101875240.0,0.006709033,0.84287965,2.1684919e-25,15875712.0,0.0,0.0008761181,4.6220058e-30,0.2818082,0.0,90.80222,29.34903,10.697603,0.15693672,0.0,1155.4757,25.696556,375.80814,35.011242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,106.03457,52.60006,1.0000001,61.31847,1.0,1556.2019,5.269198,3049.6255,-1.0,77.637184,9.573169,19.935299,158893.39,0.003595039,5.3444255e-29,0.0,0.57036024,0.02892683,60361520.0,0.2573205,BENIGN
