,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,4135,15336,2,5,2799,603,5,6,49.58096,0.0,2088,0,6.3861804,0.0,1693970.510365767,676209.8561990185,42.102726,841596.3,158171,7,4,382.01883,21583.004,7,3,9,0.49857008,0.01027461,0,0,0,152,50,8.783307,0.0,0,744,176.98041,5.1107745,6497.801,1,0,0,0,0,1,1,1,10.564462,47.192043,156.85034,65,2,0,2,433,188,-1,1,20,0.0027839094,0.0063503464,0,0,0.2923686,0.0042877863,8286752,0,PortScan
1,49,17983,8,1,773,0,282,37,54.980503,0.0,575,0,4.173521,0.0,168196.9562109693,1.1873296633576584,1539538.6,1.2787772e-29,11315923,126,1,3782224.2,104821.164,52,3,0,0.49857008,0.01027461,0,0,0,126,57,0.011715725,3.394628e-27,0,5,9.643513,13.801588,699162.56,0,0,0,1,0,1,0,1,1065.1744,5.11844,8.110711,68,2,3,1,2324,6665,-1,1,32,0.0027839171,0.0063503464,0,0,0.2673799,0.0042877863,10604222,0,BENIGN
2,45,1,2,1,1340,2,152,6,52.731533,186.62178,0,0,6.269034,0.0,0.0038123081620735663,38102.63178505998,2730222.2,7252591.5,84624259,3,365,68.25469,0.005849419,4,2,1,0.49857008,8544232.0,19836,0,0,451,59,113.47406,27179.244,0,40,1.0909091,65.778366,670.4849,0,0,0,0,1,0,0,0,9.138019e-13,9.044336,6.8937607,140,1,532,1,96,-1,-1,1,32,100065.53,0.0063503464,0,0,0.3024612,0.0042877863,10002923,0,BENIGN
3,5273,28620,1,5,23,1782,5,6,144.60109,157.39784,0,0,154.20802,3.3169715e-26,2876.9998649526156,0.10422473948573255,19810.969,2476324.2,272137,68,3,614874.2,5504.8745,75925553,2009,0,0.49857008,0.01027461,0,0,0,343,56,8111.702,9.16757e-27,7,581,107.05095,13.946947,0.013334725,0,0,0,0,0,0,0,2,1647.3912,1.4483012,178.25626,19,8,4,2,0,0,22206,1,20,0.0027839134,0.0063503464,0,0,0.24738856,0.0042877863,0,0,BENIGN
4,82,4669816,1,2,151,186,19,6,20.58043,0.0,260,3,170.5588,0.0,38110.92182865726,23.28788770673724,16.384167,2.2084746e-29,16350,6,1,9.318235e-31,4366465.0,12334,2,7,169.18596,0.01027461,0,0,0,45,26,50.28827,0.15678902,0,1402,617.03723,285.72458,7218.096,0,0,0,0,0,0,0,1,38.279926,1.3333334,8.25438,32,17,5109,1,4321,-1,257,2,32,0.0027839087,0.0063503464,0,0,0.2775476,0.0042877863,85060898,0,BENIGN
5,44509,31822,1,7,19,2243,5,64,91.59719,0.0,282,3,5.452174,0.0,2979.461411352243,3628.8451300918973,9173.377,2875664.2,101930021,4,1,2.556182,6921623.5,0,2,104447133,20.333708,23794.145,0,40,0,52,52,7.1698914,6.3810453e-26,0,35,271.162,4.4442205,0.013334725,0,0,0,0,1,0,0,0,82.28723,1.3333335,146.0727,834,5,57,2,0,-1,2,1,32,0.0027839132,0.0063503464,0,0,0.26406425,0.0042877863,7793417,0,BENIGN
6,433,66790,1,2,20,2240,20,6,42.629387,0.0,224,0,511.20456,0.0,1225028.2040129032,25524.414754993104,2494.94,21184680.0,138202,4,2279444,2.7986463e-31,0.005849419,0,5,32509,17709938.0,4860287.5,0,4,0,184,36,73.81875,0.20372689,0,4,530.67993,26.632944,721105.5,1,0,0,0,0,0,0,0,51.92023,23.298134,211.24466,21,1,6,1,307,-1,1025,1,32,0.002783916,0.0063503464,714580,0,0.32946923,0.0042877863,0,0,BENIGN
7,378,100,1,2,7943,0,5,6,67.10721,0.0,8,35,17.881516,0.9499728,54341.010668638846,0.6861930763874884,7611.8755,5528024.5,152687,94,6256,606.8288,0.005849419,47418974,3,114257171,0.49857008,0.01027461,0,0,0,53,29,2.8770945,158.65144,0,4,7.097846,0.002697947,0.013334725,0,0,0,0,1,0,0,0,11.251427,5.475709,52.841995,33,1,37,1,0,210,-1,1,32,0.0027839078,0.0063503464,0,0,0.3004556,0.0042877863,0,0,BENIGN
8,420,111919264,1,20,12,10,145,6,115.30999,0.0,0,0,3.8752792,0.0,0.0038123081620735663,40121.437578135345,16026.17,6.8714045e-29,12141041,59,0,1616384.8,0.005849419,1,788,231,378127.6,226650.08,84130,0,0,66,155,0.010671622,0.7487238,0,57,3.7485652,22.771141,5822.011,0,1,0,0,0,0,0,0,111.17745,5.667716,775.6644,85,2,634,1,1408,31001,171,12,20,19565.432,0.0063503464,0,0,0.33785194,0.0042877863,0,0,BENIGN
9,5321,25037,13,2,227,27,5,6,1.3333336,180.74742,1894,0,1310.1678,0.0,3599545.6236542636,43.73275000118108,6.069691,6.3373014e-29,68390,6,4,0.9201782,0.005849419,65120958,2,0,6.568528,0.01027461,8,0,0,61,25,0.10024387,84.81303,0,1062,7.027972,4.837287,0.013334725,0,1,0,0,1,0,0,0,2.1800167e-13,8.835446,435.80515,62,1,0,1,485,-1,-1,1,32,0.0027839155,0.0063503464,0,0,0.2692579,65926.53,0,0,BENIGN
