,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,427,1013,10,2,96,40,57,0,54.844124,282.19785,10,6,23.779114,1.2794451e-21,8644.730858301744,20.75666872760937,6671314.0,5410.3647,81425947,3,1669,3.088434e-22,0.005054301,7291805,1,0,23560.322,4.065778e-31,60659.812,0.0,0.0,-9833.5625,-5722.6597,153.98457,120.55168,48.07975,5.7695174,3.2321284,225.69823,2.078062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.6769233,119.41862,982.1442,-24978.254,5.7911825,0.0070455247,2.981266,623.98486,25737.855,1767.9968,8.772949,20.0,0.0019781939,7.6677606e-30,6.447527e-28,0.011239102,3.3035529,0.029282758,9.5160146e-30,3.7107405e-27,BENIGN
1,50371,132204,11,4,1443,0,58,0,137.69165,1.4575092e-31,5498,128,91.31241,597.19586,57948.56276466139,54.308604348986044,1640.0336,9989726.0,3786177,4,8190,1968014.2,182362.77,24,0,20624436,93778.83,1.7296734e-31,34844530.0,0.16406739,1.0,10577.7,1074.4622,61.142815,0.040840786,52.934364,1280.6223,47.356106,2.1908903,1106427.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,359.17252,45.809296,183.45374,44521.727,2.002849,793.06036,1.0,1.690566,-1.0,-1.0,1.9014522,20.0,0.0019781939,4.260165e-30,1.4593723e-26,0.011239102,13347859.0,0.029282758,2.6662189e-30,3.1616322e-25,BENIGN
2,473,635985,1,2,517,1581,7,0,5.712201,215.1445,51,171,0.004266035,3.0726233e-22,43385.4873636011,35.53319262177863,152785.12,793972.6,4,159569,0,205163.34,0.005054301,6,238,0,0.0,2.7212577e-31,0.44588724,2.0464165,1.0,5490.956,-5098.3687,29.224373,5.1218557,1.2282556e-27,18.86526,39.587585,1700.1536,325351.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.09463,224.10977,996.02704,22982.232,30.68188,0.0070455247,1.7637947,3637.0088,29403.586,37.12385,21.067013,20.0,0.0019781939,0.0,1.4322982e-27,0.011239102,3.9525075,0.029282758,11722704.0,2.86732e-26,BENIGN
3,52773,272331,1,1,4387,0,12791,0,51.19593,73.09555,1614,6,0.0042661056,335.02808,129300.20326840132,0.20399634529176155,1072261.2,5440.723,265,125554,388170,6.399678e-23,12579.337,0,56194118,84110409,0.0,21082.12,4505739.5,24.083168,0.0,-35433.9,-2807.3457,881337.0,6.82953,0.0,22.164854,10.389078,29.427113,841.9351,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,737.08124,983.9408,0.004266178,761.0547,1.9246185,0.0070455247,15.988477,0.003295733,328.66135,248.93011,0.0034088662,32.0,0.0019781939,1.5066207e-29,1.8784637e-28,0.011239102,3.3604977,0.029282758,1.4913156e-29,9.6681246e-26,BENIGN
4,53,115908,11,1,350,618,6,0,235.57648,1.197211e-31,1525,46,47.225254,6.5059315e-22,-1640.2122392375022,0.27126182270886406,8283202.5,218.37592,7,0,65,4.475349e-23,0.005054301,75657216,0,0,3812.8608,9.49692e-31,98816.28,0.83586276,0.0,-50018.055,-2203.9932,129.45592,40.4898,4.0373017e-29,1230.0732,45.54573,1121.0121,312158.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.994,62.5078,2091.381,-27986.348,1.9596697,43.288254,1.0,0.003295733,74.920166,39.364975,0.9359434,20.0,0.0019781939,0.0,0.0,11547.289,3.6827133,0.029282758,6.6054093e-31,1.8879019e-25,BENIGN
5,62,119621745,1,1,5,0,377,0,22.229803,236.69267,3572,217,0.0042663254,676.9966,5002.575499461964,1.4130560448192466,4392855.5,23679982.0,74946332,130712,0,3360089.5,45921.91,80224720,0,0,0.00038100817,464770.38,39671.26,224.20299,0.0,14088.472,-3629.6177,37.34894,0.026466412,3.948316e-27,3.9999986,121.55282,725.7101,1180.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4470787,21.17274,216.11502,-32215.0,8.964949,55.986225,5.958779,49.25496,242.22261,274.58548,1.1992563,20.0,0.0019781939,0.0,1.9000152e-27,0.011239102,5.160445,0.029282758,7066100.5,0.0,BENIGN
6,496,198274,8,5,7,1042,211,0,5.4991817,3.947989e-32,0,68,0.0042660353,1343.9906,45674.730167705566,22.802526309762133,45967.18,11.649642,11070532,5,32539,6109386.5,0.005054301,60678300,0,71260632,0.0,2.2110091e-30,0.0,15.080279,0.0,-65253.207,-3315.0605,0.29537788,35.445156,59.851353,1604.2201,55.105152,792.4496,2225.1802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4056674e-11,5.8967886,0.00426658,14377.687,44.7658,17.16821,1.0,50.4233,393.79132,72.21168,4.9200087,33.0,0.0019781939,0.0,5.428478e-29,0.011239102,82844720.0,0.029282758,88624030.0,1.5501155e-25,BENIGN
7,453,2565,4,1,4869,7465,66,0,84.39637,41.823772,15,8,0.0042662444,5.693839e-22,-11983.780980091542,27.574674916895383,2836823.0,1008379.5,1155,72103,1,5.741052e-22,0.005054301,5807,42695656,0,0.0,127844.086,21419142.0,0.18118142,0.0,35018.65,-1379.6763,142.91084,2772.9219,9.9007274e-27,773.66016,12.760574,86.113266,49122.598,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.528034,6.024687,105.8015,-46716.18,44.167847,24.92869,1.6277598,0.25525275,370.09888,1509.4347,0.6689652,21.0,0.0019781939,5.375433e-30,1.448489e-26,0.011239102,4.9416904,36622280.0,1.1723183e-29,1.2375401e-25,BENIGN
8,86,43338,21,4,390,27,43,5,24.164482,1062.1052,18,81,47.7538,45.6622,72303.0762541946,12.755564834266261,1376.0594,2160.1116,352,37,107192,983154.44,0.005054301,555,1,0,2619906.8,9350931.0,0.0,0.0,0.0,-28884.578,-5660.5723,138.57416,0.012836391,34.50981,5.7037826,9.578449,1636.4708,667.5836,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.2020976e-10,1.3333342,63.001125,-25285.81,3.8910549,0.0070455247,1.0,15316.893,29705.56,15799.922,1.2918553,21.0,0.0019781939,0.0,4.0966706e-27,0.011239102,4.5122256,0.029282758,1.3972554e-29,0.0,BENIGN
9,49044,5,4,1,0,0,7,6,35.088493,38.819675,11,0,0.0042660097,1138.8231,16809.683731984347,36.5911780746714,12.23887,1217403.1,76097176,102259,10958998,2173.961,0.005054301,119,3,0,8595.717,28966.746,6.700643e-26,6.228069,0.0,-64213.34,-2509.2363,95.49145,1.6806117,0.0,1389.1807,3.3649776,45.687176,2.6407044,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.2425003,315.57938,1028.8187,3738.6047,1.0,30.592459,2.2620587,64.84322,182.7691,112.35331,1.341162,32.0,0.0019781939,7.8783973e-31,0.0,5844187.5,64787950.0,0.029282758,6.6989335e-30,4.8083926e-26,BENIGN
