,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,416,16,4,1,57,0,7,67,40.42453,413.70367,470,8,115.93959,1.7288357e-29,0.005923368573827362,18323.6283130709,0.00038413302,203591.33,36,3,4608150,9.4552695e-24,0.0,8,0,0,36288.375,3.5900724e-29,9222291,2,0,27,46,20.578463,35.505394,0,1913,50.079285,0.00755756,0.013345863,0,0,0,0,0,1,0,0,228.720058654,58.759036922,154.695748772,21.0,2.0,90.0,1.0,371.0,85.0,2368.0,33.0,20.0,0.006490284550825007,0.005747144147904534,0.0,0.0,0.439,0.00877435737258396,0.0,0.0,BENIGN
1,50,307,2,16,70,0,7,6,66.17685,0.0035368423,1794,6,6.1534188e-21,499.32742,520601.50485323963,75867.50763161288,4938333.0,0.005780984,2,263,41878,13570915.0,3401849.5,9444482,0,0,286.89612,7.78028e-28,88152639,0,0,227,263,1098162.4,0.02285517,51,144,60.58519,0.00755756,0.013345863,0,0,0,0,0,1,0,0,77.119772382,29.559433128,4.795558223,432.0,2.0,5.0,1.0,140.0,11374.0,3.0,3.0,20.0,0.0064902845508323995,0.005747144147897771,0.0,0.0,0.467,0.00877435737258396,0.0,0.0,BENIGN
2,46250,117518445,8,3,85,0,52,6,65.35795,0.0035368414,1454,5,102.42032,5.882826e-30,692774.6204922639,57.9802282116113,2.4419975,2951372.5,55963633,69,4426669,307.13678,872773.5,0,0,10645845,111552180.0,7.1047285e-29,2,0,0,246,18,0.3039213,8.485468,0,6,4.450136,173.15518,5669.69,0,0,0,0,0,1,0,1,49.683037628,37.721958324,236.526806068,105.0,1.0,62.0,2.0,319.0,7584.0,-1.0,12.0,32.0,0.006490284550826172,0.0057471441490893165,0.0,215662.0,0.523,0.00877435737258396,0.0,0.0,BENIGN
3,406,101092734,1,2,33,325,7,35,71.21994,410.6113,1007,2,183.36298,1.6182581e-29,26779.851786380917,0.06435896987517821,911142.56,50756424.0,15,6,25,120000000.0,0.0,8290875,3148,0,3.1977062,1.0523748e-28,9,34,0,18,0,27.6716,1.0536151e-23,20,311,31.061106,75.1086,35083.188,0,0,0,0,0,0,0,0,10.098109224,23.251334264,49.017715577,500.0,18.0,0.0,1.0,14500.0,102.0,-1.0,4.0,20.0,0.006490284550824255,0.0057471441482688495,0.0,0.0,0.531,0.00877435737258396,0.0,2584897.0,BENIGN
4,48,350,2,21,216,4658,0,6,126.96515,0.0035368383,7,2,256.72223,6.213956e-30,3.0760708711268294,32929.866192805646,26017.629,0.005780984,1428,143,118475838,6.8783116,0.0,2,265,4568807,5.464416e-25,4.1861214e-28,149,83,0,113,33,667971.0,0.39838713,36,5132,32.13741,8.756654,0.013345863,0,0,0,0,0,0,0,0,34.438840121,7.347128634,297.860635238,48.0,2.0,0.0,2.0,0.0,1666.0,-1.0,1.0,20.0,0.006490284550822711,0.005747144147893504,0.0,0.0,0.469,0.00877435737258396,0.0,3312183.0,BENIGN
5,377,90013256,2,6,10,30868,48,37,59.049133,0.0035368386,75,2,116.39113,2.827143e-29,978703.8483089685,424460.20387511636,14287805.0,1210984.9,154,35578,3,1.9782123e-23,6075.401,7,0,0,0.0,6550499.5,264901,37,0,59,18,10009.188,10.855496,0,823,103.96544,0.00755756,12445.066,0,0,0,0,1,0,0,1,8.058222104,41.188666373,410.416091874,65.0,2.0,40.0,2.0,7838.0,20788.0,23378.0,3.0,20.0,0.006490284550823912,0.0057471441478382556,0.0,0.0,0.361,0.00877435737258396,0.0,0.0,BENIGN
6,56,20517997,3,27,134,476,0,6,54.822136,0.0035368383,0,8,3.0039364e-20,487.757,30.51978398226394,523510.1440413973,61783.258,0.005780984,6798,8,119044262,19560.625,795.69867,0,2,24,6.0991783,7.1024354e-29,76701097,15,0,53,45,212.12036,6.2263695e-24,0,59,133.6068,5.4064436,410593.62,1,0,0,1,1,0,0,4,0.0,38.12426048,67.356304134,213.0,6.0,2278.0,2.0,20.0,32449.0,-1.0,2.0,20.0,0.0064902845508313075,0.005747144148186969,0.0,271613.0,0.487,0.00877435737258396,6219803.0,3701999.0,BENIGN
7,56,70595940,1,2,4,0,129,6,67.90651,115.385,60,81,229.93031,1.0721647e-29,3734.947438137507,1.3921782306843695,4940.974,0.005780984,3949537,1,0,21386.506,0.0,0,0,1,16006.915,0.0,0,40,0,31,57,728234.9,11.800312,34,6,26.235685,0.00755756,247254.25,0,0,0,0,0,0,0,0,36.585652857,54.976221162,0.0,54.0,1.0,187.0,1.0,18.0,-1.0,322.0,1.0,20.0,0.006490284550824103,0.005747144147710069,5.0,0.0,0.43,0.00877435737258396,0.0,3558387.0,BENIGN
8,47,6488572,2,1,792,422,64,38,78.13531,1007.90265,3345,6,118.575165,5.5145303e-30,3087002.9291662164,135.6453300402736,200.44365,124.92357,8261272,1,0,5.132734e-23,0.0,7601486,2,0,3.937467,0.0,42663,0,0,60,486,13999.186,0.021653222,20,126,35.98805,492.22302,0.013345863,0,0,0,0,0,0,0,1,0.0,34.034160141,58.264815598,57.0,2.0,46.0,1.0,450.0,32329.0,-1.0,0.0,20.0,0.006490284550833791,0.005747144148201007,0.0,0.0,0.542,0.00877435737258396,0.0,0.0,BENIGN
9,380,286,1,2,109,77,0,42,161.02434,263.75073,3856,221,140.40628,481.70718,1651817.5133596337,26.92636474855233,18536.434,123.85795,868,9,6,14410763.0,0.0,0,5,267,1.5028405,8.901286e-29,14108265,0,0,19,49,145.94194,0.0,0,58,481.22723,33.130203,2128.1868,0,0,0,0,0,0,0,1,7.123311219,10.650986931,125.426036481,181.0,2.0,65.0,2.0,2048.0,-1.0,2588.0,0.0,20.0,0.006490284550821066,0.005747144148395133,0.0,0.0,0.509,0.00877435737258396,6740984.0,0.0,BENIGN
