,Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
0,47,126222,26,1,9,10888,4,7,80.126625,0.5163978,0,187,1.942943e-28,0.0014445203,49547.10948907377,337354.7624670455,3103307.5,2103120.8,276,172,0,0.034407463,67443.74,0,4,7447599,5663.3394,0.0044954475,1,1,0,37,20,5.133186,64.38029,5,1775,32.199093,801.08575,254.01212,0,1,0,0,0,0,0,0,231.21378,45.415688,61.384666,63,2,27,2,646,40239,36,1,20,0.007001873,0.0026877995,0,0,0.48659673,0.004200892,0,0,BENIGN
1,54,346,3,1,131,206,49,0,28.934374,81.60239,125,200,2.9653783,937.8343,597417.7553024525,0.28266342975567627,3728120.0,1.4236853e-29,41084,66,473913,0.034407463,0.0034234645,15197726,8,9648,2494.3774,0.0044954475,0,573149,0,66,20,6086.677,190.58492,27,6,5.9836097,75.879944,1.3733537e-24,0,0,0,0,1,0,0,0,34.324608,28.336288,0.0,20,2,5,0,0,9031,12342,2,20,0.007001874,0.0026877995,0,0,0.36169434,0.004200892,0,0,BENIGN
2,431,633,3,1,7,22,277,50,5.9160047,2210.395,0,0,68.3801,0.0014445203,28264.310077275997,17726.73550903345,70.77986,5007099.5,256,209,3,9659799.0,0.0034234645,939136,0,6485,46573.312,0.0044954475,0,1,0,20,29,175.34927,48.60798,53,1360,5.3463435,82.47612,1.573334e-25,0,0,0,0,0,1,0,1,40.24567,9.441234,15.057913,262,2,77,2,4253,37498,129,1,32,0.0070018745,0.0026877995,0,0,17018410.0,0.004200892,0,0,BENIGN
3,52,42,2,24,243,0,4,29,1.3333348,179.82191,79,198,532.2646,0.0014445203,2363580.6068313466,20834.500870959975,17.797932,8187766.5,33,4,0,13722795.0,0.0034234645,163386,266,0,0.0,0.0044954475,0,20,0,33,20,8.695691,1.0290959,8,5,111.709404,2.1270796e-24,11449.017,0,0,0,1,1,0,0,1,43.18563,3.6457293,0.0,43,2,161,6,113,27487,14,1,20,0.007001873,0.0026877995,0,0,14149962.0,0.004200892,0,50645646,BENIGN
4,54,710,2,7,6,0,790,0,40.181538,32.678787,162,5,56.9614,792.92114,42254.68809182667,16.47927794845969,1803239.2,1.937367e-30,43,6,0,0.034407463,0.0034234645,6,170,16,0.0,0.0044954475,11433307,97,0,272,819,0.5975535,81519.734,0,8,1.0909094,29.645777,1.123124e-25,0,0,0,1,0,1,0,1,1.0385947e-15,4.353869,368.01352,20,2,45,12,600,2045,260,1,30,0.0070018726,0.0026877995,0,0,0.4425076,0.004200892,0,0,BENIGN
5,40202,53088,3,3,587,0,4,0,19.72007,46.957497,0,77,82.3454,0.0014445203,2118363.1838742653,52752.68101585651,2350125.8,4074299.8,6590467,28,12,0.034407463,0.0034234645,5,2,633405,7.5510745,0.0044954475,1,0,0,66,86,4.176827,56.07583,38,98,5.4861617,1.2274466e-24,1875850.0,0,0,0,0,0,0,0,1,203.7011,4.8518324,125.63924,481,2,32,2,446,-1,-1,1,20,0.007001873,0.0026877995,0,0,0.5151945,0.004200892,0,0,BENIGN
6,393,900225,39,1,12,0,4,25,31.507385,293.11926,1771,148,53.13987,0.0014445203,263943.2707980933,93.46291021135004,27036.523,0.0,257,2,0,0.57389706,0.0034234645,0,0,0,6793804.5,11600567.0,0,0,0,55,20,7383.546,19801.467,47,130,40.530727,96.25734,36445.445,0,0,0,1,0,1,0,1,127.285904,25.071886,30.04156,43,2,26,1,280,11855,135,1,31,0.007001874,0.0026877995,0,0,13822884.0,0.004200892,0,0,BENIGN
7,403,193014,2,1,2128,0,6,0,6.445451,341.41837,2210,3,438.97556,453.08548,32097659.49574847,5439.295391442534,2411862.8,1.656238e-29,3182715,3,7,149.40521,6343.4624,18992267,357,15,6051363.5,7055336.0,29,0,1,18,78,8.179452,0.5712143,38,275,145.04684,1.346824e-25,2.45085e-25,0,0,0,0,1,0,0,1,60.385647,1.3333337,287.13733,201,3,29,1,75,9110,-1,8,32,0.0070018736,0.0026877995,226548,0,8853351.0,0.004200892,0,0,BENIGN
8,48,28,2,1,4,0,7,0,6.8012342,28.829502,0,231,0.0,0.0014445203,219392.5049611463,7758.448296708641,82998.69,37031.793,1,107192,0,1.0877817,0.0034234645,6062210,5,4,1.4740264e-26,0.0044954475,1,1,0,60,20,121.231224,15765.127,29,1739,160.0174,435.5452,922.66675,0,0,0,1,0,0,0,1,41.08788,30.736885,0.0,5845,2,10,19,14140,31149,-1,2,31,0.007001872,0.0026877995,0,0,0.51429427,0.004200892,0,0,BENIGN
9,44358,668449,16,1,57,0,63,21,33.75699,75.94765,1578,42,39.43934,0.0014445203,0.004116635073016668,122.82230613820373,4772.3027,145.61234,50292,91,74831117,0.034407463,52030.34,13550837,363,0,59266.76,0.0044954475,11797990,51,0,341,1085,815585.06,0.0064895726,5,1428,89.977745,12.661417,0.0,0,1,0,1,0,0,0,0,140.47656,65.37889,100.04938,237,2,22,2,6547,12523,26,1,32,0.007001875,0.0026877995,188849,0,76431336.0,0.004200892,0,0,BENIGN
